Petunia_asteroid_mosaic_virus	ICTV,Family:Tombusviridae,Genus:Tombusvirus,Species:Petunia_asteroid_mosaic_virus,nucl:n.a.,prot:85
Plum_pox_virus	ICTV,Family:Potyviridae,Genus:Potyvirus,Species:Plum_pox_virus,nucl:76,prot:82
Potato_black_ringspot_virus	ICTV,Family:Secoviridae,Genus:Nepovirus,Species:Potato_black_ringspot_virus,nucl:n.a.,prot:75-80
Potato_latent_virus	ICTV,Family:Betaflexiviridae,Genus:Carlavirus,Species:Potato_latent_virus,nucl:72,prot:80
Potato_mop_top_virus	ICTV,Family:Virgaviridae,Genus:Pomvirus,Species:Potato_mop_top_virus,nucl:80,prot:90
Potato_spindle_tuber_viroid	ICTV,Family:Pospiviroidae,Genus:Pospiviroid,Species:Potato_spindle_tuber_viroid,nucl:90,prot:n.a.
Potato_virus_M	ICTV,Family:Betaflexiviridae,Genus:Carlavirus,Species:Potato_virus_M,nucl:72,prot:80
Potato_virus_-P	ICTV,Family:Betaflexiviridae,Genus:Carlavirus,Species:Potato_virus_-P,nucl:72,prot:80
Potato_virus_S	ICTV,Family:Betaflexiviridae,Genus:Carlavirus,Species:Potato_virus_S,nucl:72,prot:80
Potato_virus_T	ICTV,Family:Betaflexiviridae,Genus:Tepovirus,Species:Potato_virus_T,nucl:n.a.,prot:n.a.
Potato_virus_U	ICTV,Family:Secoviridae,Genus:Nepovirus,Species:Potato_virus_U,nucl:n.a.,prot:75-80
Potato_virus_V	ICTV,Family:Potyviridae,Genus:Potyvirus,Species:Potato_virus_V,nucl:76,prot:82
Potato_virus_X	ICTV,Family:Alphaflexiviridae,Genus:Potexvirus,Species:Potato_virus_X,nucl:72,prot:80
Potato_virus_Y	ICTV,Family:Potyviridae,Genus:Potyvirus,Species:Potato_virus_Y,nucl:76,prot:82
Potato_yellow_dwarf_alphanucleorhabdovirus	ICTV,Family:Rhabdoviridae,Genus:Alphanucleorhabdovirus,Species:Potato_yellow_dwarf_alphanucleorhabdovirus,nucl:75,prot:n.a.
Potato_yellow_vein_virus	ICTV,Family:Closteroviridae,Genus:Crinivirus,Species:Potato_yellow_vein_virus,nucl:n.a.,prot:75
Prunus_necrotic_ringspot_virus_(endemic)	ICTV,Family:Bromoviridae,Genus:Ilarvirus,Species:Prunus_necrotic_ringspot_virus_(endemic),nucl:n.a.,prot:n.a.
Raspberry_bushy_dwarf_virus	ICTV,Family:Mayoviridae,Genus:Idaeovirus,Species:Raspberry_bushy_dwarf_virus,nucl:n.a.,prot:n.a.
Raspberry_leaf_mottle_virus	ICTV,Family:Closteroviridae,Genus:Closterovirus,Species:Raspberry_leaf_mottle_virus,nucl:n.a.,prot:75
Raspberry_ringspot_virus	ICTV,Family:Secoviridae,Genus:Nepovirus,Species:Raspberry_ringspot_virus,nucl:n.a.,prot:75-80
Raspberry_vein_chlorosis_cytorhabdovirus	ICTV,Family:Rhabdoviridae,Genus:Cytorhabdovirus,Species:Raspberry_vein_chlorosis_cytorhabdovirus,nucl:75,prot:n.a.
Red_clover_vein_mosaic_virus	ICTV,Family:Betaflexiviridae,Genus:Carlavirus,Species:Red_clover_vein_mosaic_virus,nucl:72,prot:80
Related_unclassified_virus_-	ICTV,Family:Bromoviridae,Genus:Anulavirus,Species:Related_unclassified_virus_-,nucl:53,prot:34-50.4
Rice_black_streaked_dwarf_virus	ICTV,Family:Reoviridae,Genus:Fijivirus,Species:Rice_black_streaked_dwarf_virus,nucl:55,prot:40
Rice_dwarf_virus	ICTV,Family:Reoviridae,Genus:Phytoreovirus,Species:Rice_dwarf_virus,nucl:90,prot:56
Rice_Tungro_bacilliform_virus	ICTV,Family:Caulimoviridae,Genus:Tungrovirus,Species:Rice_Tungro_bacilliform_virus,nucl:80,prot:n.a.
Rice_tungro_spherical_virus	ICTV,Family:Secoviridae,Genus:Waikavirus,Species:Rice_tungro_spherical_virus,nucl:n.a.,prot:75-80
Rubus_yellow_net_virus	ICTV,Family:Caulimoviridae,Genus:Caulimovirus,Species:Rubus_yellow_net_virus,nucl:80,prot:n.a.
Satsuma_dwarf_virus	ICTV,Family:Secoviridae,Genus:Sadwavirus,Species:Satsuma_dwarf_virus,nucl:n.a.,prot:75-80
Sorghum_mosaic_virus	ICTV,Family:Potyviridae,Genus:Potyvirus,Species:Sorghum_mosaic_virus,nucl:76,prot:82
South_African_cassava_mosaic_virus	ICTV,Family:Geminiviridae,Genus:Begomovirus,Species:South_African_cassava_mosaic_virus,nucl:91,prot:n.a.
Sowbane_mosaic_virus	ICTV,Family:Solemoviridae,Genus:Sobemovirus,Species:Sowbane_mosaic_virus,nucl:75,prot:n.a.
Stocky_prune_virus	ICTV,Family:Secoviridae,Genus:Cheravirus,Species:Stocky_prune_virus,nucl:n.a.,prot:75-80
Strawberry_mild_yellow_edge_virus	ICTV,Family:Alphaflexiviridae,Genus:Potexvirus,Species:Strawberry_mild_yellow_edge_virus,nucl:72,prot:80
Strawberry_mottle_virus	ICTV,Family:Secoviridae,Genus:Sadwavirus,Species:Strawberry_mottle_virus,nucl:n.a.,prot:75-80
